tag,status,category,post_count,alias_candidates,raw_variants,locations
reaching,snapshot_match,0,49791,[],"[""reaching""]","[""동작 1 / 손가락 / 동작 / 손가락을 뻗다"", ""행동 / 동사 / 동사 ㅎ / 누군가 하강하다""]"
reaching_out,alias_candidate_unverified,,,"[""reaching_towards_viewer""]","[""reaching_out""]","[""동작 1 / 손 / 손짓하다 / 화면 밖을 향해 손짓하다""]"
reading,snapshot_match,0,23807,[],"[""reading""]","[""행동 / 동사 / 동사 ㅊ / 누군가 책을 읽다""]"
realistic,snapshot_match,0,32673,[],"[""realistic""]","[""기본 / 작화 / 화풍 / 실사체""]"
rear_naked_choke,snapshot_match,0,701,[],"[""rear_naked_choke""]","[""동작 1 / 팔 / 잡는다 / 강제로 등 뒤에서 목을 조르다""]"
rebecca(one_piece),not_in_snapshot,,,[],"[""Rebecca(One_Piece)""]","[""작품 / 캐릭터 / 원피스 / 레베카""]"
reclining,snapshot_match,0,11141,[],"[""reclining""]","[""동작 1 / 몸 / 기대다 / 기대다""]"
rectangular_eyewear,snapshot_match,0,10943,[],"[""rectangular_eyewear""]","[""장신구 / 얼굴 장식 / 안경 / 직사각형 안경""]"
red,not_in_snapshot,,,[],"[""Red""]","[""기본 / 배경 / 컬러 / 빨강색""]"
red_eyes,snapshot_match,0,1778194,[],"[""red_eyes""]","[""외모 / 눈 / 색깔 / 빨강색 눈""]"
red_hair,snapshot_match,0,735876,[],"[""red hair""]","[""외모 / 머리카락 / 색깔 / 빨강색 머리카락""]"
red_hair_streak,not_in_snapshot,,,[],"[""Red_hair_streak""]","[""외모 / 머리카락 / 스타일 / 빨강색 브리지""]"
red_lips,snapshot_match,0,40179,[],"[""red lips""]","[""외모 / 입 / 색깔 / 빨강색 입술""]"
red_tongue,snapshot_match,0,51,[],"[""red tongue""]","[""외모 / 입 / 색깔 / 빨강색 혀""]"
refinery,not_in_snapshot,,,[],"[""refinery""]","[""기본 / 장소 / 현장 / 정련소""]"
reggae,not_in_snapshot,,,[],"[""Reggae""]","[""기본 / 테마 / 음악 / 레게""]"
rei_ayanami,not_in_snapshot,,,[],"[""Rei_Ayanami""]","[""작품 / 캐릭터 / 에반게리온 / 아야나미 레이""]"
rei_miyamoto,not_in_snapshot,,,[],"[""Rei_Miyamoto""]","[""작품 / 캐릭터 / 하이스쿨 오브 더 데드 / 미야모토 레이""]"
rei_todoroki,not_in_snapshot,,,[],"[""Rei_Todoroki""]","[""작품 / 캐릭터 / 나의 히어로 아카데미아 / 토도로키 레이""]"
reiko_yanagi,not_in_snapshot,,,[],"[""Reiko_Yanagi""]","[""작품 / 캐릭터 / 나의 히어로 아카데미아 / 야나기 레이코""]"
reina_akatsuki,not_in_snapshot,,,[],"[""Reina_Akatsuki""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 아카츠키 레이나""]"
reloading,snapshot_match,0,1061,[],"[""reloading""]","[""행동 / 동사 / 동사 ㅊ / 누군가 총을 재장전하다""]"
remote_control_vibrator,snapshot_match,0,12290,[],"[""remote_control_vibrator""]","[""!섹스 / 도구 / 자위 / 원격 제어 바이브레이터""]"
removing_eyewear,snapshot_match,0,964,[],"[""removing_eyewear""]","[""동작 2 / 안경 / 행동 / 안경을 벗다""]"
removing_legwear,not_in_snapshot,,,[],"[""removing_legwear""]","[""동작 2 / 양말 / 행동 / 양말을 벗었다""]"
removing_mask,snapshot_match,0,447,[],"[""removing_mask""]","[""동작 2 / 마스크 / 행동 / 마스크를 벗다""]"
renaissance,snapshot_match,0,81,[],"[""Renaissance""]","[""기본 / 테마 / 미술 / 르네상스""]"
renner_theiere_chardelon_ryle_vaiself,not_in_snapshot,,,[],"[""Renner_Theiere_Chardelon_Ryle_Vaiself""]","[""작품 / 캐릭터 / 오버로드 / 라나 티엘 샬드론 라일 바이셀프""]"
repairing,snapshot_match,0,381,[],"[""repairing""]","[""행동 / 동명사 / 동명사 ㄱ / 무엇을 고치다""]"
resisting,snapshot_match,0,134,[],"[""resisting""]","[""행동 / 동사 / 동사 ㅁ / 누군가 매우 저항하다""]"
restaurant,snapshot_match,0,5391,[],"[""restaurant""]","[""기본 / 장소 / 가게 / 레스토랑""]"
resting,snapshot_match,0,768,[],"[""resting""]","[""행동 / 동사 / 동사 ㅎ / 누군가 휴식하다""]"
retsu_unohana,not_in_snapshot,,,[],"[""Retsu_Unohana""]","[""작품 / 캐릭터 / 블리치 / 우노하나 레츠""]"
revealing_clothes,snapshot_match,0,71011,[],"[""revealing_clothes""]","[""의상 / 의상 / 특징 / 옷의 노출이 심하다""]"
revenge_porn,not_in_snapshot,,,[],"[""Revenge_Porn""]","[""기본 / 테마 / 포르노 / 리벤지 포르노 ""]"
reverse_cowgirl_position,snapshot_match,0,12291,[],"[""reverse_cowgirl_position""]","[""!섹스 / 섹스 / 체위 / 역 기승위""]"
reverse_doggy_sex_position,not_in_snapshot,,,[],"[""reverse_doggy_sex_position""]","[""!섹스 / 섹스 / 체위 / 역 후배위""]"
reverse_missionary,not_in_snapshot,,,[],"[""reverse_missionary""]","[""!섹스 / 섹스 / 체위 / 역 정상위""]"
reverse_rape,not_in_snapshot,,,[],"[""reverse_rape""]","[""!섹스 / 섹스 / 설정 / 역강간하다""]"
reverse_spitroast,snapshot_match,0,1198,[],"[""reverse_spitroast""]","[""!섹스 / 섹스 / 상황 / 여자가 남자 주위로 모였다""]"
reverse_standing_position,not_in_snapshot,,,[],"[""reverse_standing_position""]","[""!섹스 / 섹스 / 체위 / 역 입위""]"
reverse_suspended_congress,snapshot_match,0,9168,[],"[""reverse_suspended_congress""]","[""!섹스 / 섹스 / 체위 / 입위(여자의 들어 매단다)""]"
reverse_upright_straddle',not_in_snapshot,,,[],"[""reverse_upright_straddle'""]","[""!섹스 / 섹스 / 체위 / 역 좌위""]"
revis,not_in_snapshot,,,[],"[""Revis""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 레비스""]"
revy(black_lagoon),not_in_snapshot,,,[],"[""Revy(Black_Lagoon)""]","[""작품 / 캐릭터 / 블랙 라군 / 레비""]"
rias_gremory,snapshot_match,4,1752,[],"[""Rias_Gremory""]","[""작품 / 캐릭터 / 하이스쿨 dxd / 리아스 그레모리""]"
ribbed_sweater,snapshot_match,0,48293,[],"[""ribbed_sweater""]","[""의상 / 상의 / 스웨터 / 선 그인 스웨터""]"
ribbon-trimmed_dress,snapshot_match,0,3005,[],"[""ribbon-trimmed_dress""]","[""의상 / 의상 / 드레스 / 리본 장식 드레스""]"
ribbon-trimmed_legwear,not_in_snapshot,,,[],"[""ribbon-trimmed_legwear""]","[""의상 / 속옷 / 양말 / 리본 장식 다린 양말""]"
ribbon_choker,snapshot_match,0,16435,[],"[""ribbon_choker""]","[""장신구 / 목 장식 / 넥타이 / 리본 쵸커""]"
ribbon_legwear,snapshot_match,0,335,[],"[""ribbon_legwear""]","[""의상 / 속옷 / 양말 / 리본이 달린 양말""]"
rice_hat,snapshot_match,0,1575,[],"[""rice_hat""]","[""장신구 / 머리 장식 / 모자 / 밀짚모자(도사)""]"
rice_paddy,snapshot_match,0,1189,[],"[""rice_paddy""]","[""기본 / 장소 / 현장 / 쌀밭""]"
riding,snapshot_match,0,23476,[],"[""riding""]","[""행동 / 동명사 / 동명사 ㅌ / 무엇을 타다""]"
riding_machine,snapshot_match,0,106,[],"[""riding_machine""]","[""!섹스 / 도구 / 자위 / 승마 기계""]"
right-to-left_comic,snapshot_match,0,1625,[],"[""right-to-left_comic""]","[""기본 / 연출 / 컷 / 오른쪽에서 왼쪽 컷 진행""]"
rika_minami,not_in_snapshot,,,[],"[""Rika_Minami""]","[""작품 / 캐릭터 / 하이스쿨 오브 더 데드 / 미나미 리카""]"
rika_shiguma,not_in_snapshot,,,[],"[""Rika_Shiguma""]","[""작품 / 캐릭터 / 나는 친구가 적다 / 시구마 리카 ""]"
rimless_eyewear,snapshot_match,0,11981,[],"[""rimless_eyewear""]","[""장신구 / 얼굴 장식 / 안경 / 안경테가 없는 안경""]"
rin(inuyasha),not_in_snapshot,,,[],"[""Rin(InuYasha)""]","[""작품 / 캐릭터 / 이누야샤 / 린""]"
rin(yu_gi_oh),not_in_snapshot,,,[],"[""Rin(Yu_Gi_Oh)""]","[""작품 / 캐릭터 / 유희왕 시리즈 / 린""]"
rin_nohara,not_in_snapshot,,,[],"[""Rin_Nohara""]","[""작품 / 캐릭터 / 나루토 / 노하라 린""]"
rin_tohsaka_(fate/stay_night),not_in_snapshot,,,[],"[""Rin_Tohsaka_(Fate/stay_night)""]","[""작품 / 캐릭터 / Fate/stay night / 토오사카 린 ""]"
rindō_kobayashi,not_in_snapshot,,,[],"[""Rindō_Kobayashi""]","[""작품 / 캐릭터 / 식극의 소마 / 코바야시 린도 ""]"
ring_gag,snapshot_match,0,1815,[],"[""ring_gag""]","[""!섹스 / 도구 / 개그 / 고리형 개그""]"
rip_van_winkle,not_in_snapshot,,,[],"[""Rip_Van_Winkle""]","[""작품 / 캐릭터 / 헬싱 / 립 반 윙클""]"
ripping,snapshot_match,0,479,[],"[""ripping""]","[""행동 / 동명사 / 동명사 ㅈ / 무엇을 찢다""]"
riruka_dokugamine,not_in_snapshot,,,[],"[""Riruka_Dokugamine""]","[""작품 / 캐릭터 / 블리치 / 도쿠가미네 리루카""]"
ritsuko_akagi,not_in_snapshot,,,[],"[""Ritsuko_Akagi""]","[""작품 / 캐릭터 / 에반게리온 / 아카기 리츠코""]"
river,snapshot_match,0,10895,[],"[""river""]","[""기본 / 장소 / 자연 / 강""]"
riveria_ljos_alf,snapshot_match,4,94,[],"[""Riveria_Ljos_Alf""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 리베리아 리요스 알브""]"
riza_hawkeye,snapshot_match,4,998,[],"[""Riza_Hawkeye""]","[""작품 / 캐릭터 / 강철의 연금술사 / 리자 호크아이""]"
rize_kamishiro,not_in_snapshot,,,[],"[""Rize_Kamishiro""]","[""작품 / 캐릭터 / 도쿄 구울 / 카미시로 리제""]"
road,snapshot_match,0,24182,[],"[""road""]","[""기본 / 장소 / 이동 / 도로""]"
roaring,snapshot_match,0,571,[],"[""roaring""]","[""행동 / 동사 / 동사 ㅇ / 누구를 위협하다""]"
roasting,snapshot_match,0,276,[],"[""roasting""]","[""행동 / 동사 / 동사 ㅇ / 누군가 음식을 데우다""]"
robe,snapshot_match,0,68300,[],"[""robe""]","[""의상 / 상의 / 겉옷 / 로브""]"
robe_slip,snapshot_match,0,54,[],"[""robe_slip""]","[""동작 2 / 상의 / 행동 / 가운을 옆으로 넘겼다""]"
roberta(black_lagoon),not_in_snapshot,,,[],"[""Roberta(Black_Lagoon)""]","[""작품 / 캐릭터 / 블랙 라군 / 로베르타""]"
rock,snapshot_match,0,37419,[],"[""Rock""]","[""기본 / 테마 / 음악 / 록""]"
rock_and_roll,not_in_snapshot,,,[],"[""Rock_and_roll""]","[""기본 / 테마 / 음악 / 로큰롤""]"
rococo,alias_candidate_unverified,,,"[""toeri_(rococo)""]","[""Rococo""]","[""기본 / 테마 / 미술 / 로코코""]"
rogue,not_in_snapshot,,,[],"[""Rogue""]","[""작품 / 캐릭터 / 마블 코믹스 / 로그""]"
roller_coaster,snapshot_match,0,755,[],"[""roller_coaster""]","[""기본 / 장소 / 유흥 / 롤러코스터""]"
rolling,snapshot_match,0,847,[],"[""rolling""]","[""행동 / 동명사 / 동명사 ㄱ / 무엇을 굴리며 이동하다""]"
roma_hoito,not_in_snapshot,,,[],"[""Roma_Hoito""]","[""작품 / 캐릭터 / 도쿄 구울 / 호이토 로마""]"
romance_fantasy,not_in_snapshot,,,[],"[""Romance_Fantasy""]","[""기본 / 테마 / 장르 / 로맨스 판타지""]"
romania,not_in_snapshot,,,[],"[""Romania""]","[""기본 / 장소 / 국가 / 루마니아""]"
romanian_people,not_in_snapshot,,,[],"[""Romanian_people""]","[""인물 / 인종 / 국가 / 루마니아인""]"
romanticism,not_in_snapshot,,,[],"[""Romanticism""]","[""기본 / 테마 / 미술 / 낭만주의""]"
rooftop,snapshot_match,0,6356,[],"[""rooftop""]","[""기본 / 장소 / 시설 / 건물 옥상""]"
rope_bridge,snapshot_match,0,86,[],"[""rope_bridge""]","[""기본 / 장소 / 이동 / 밧줄 다리""]"
rose_wilson,not_in_snapshot,,,[],"[""Rose_Wilson""]","[""작품 / 캐릭터 / DC 코믹스 / 로즈 윌슨""]"
rouge=(makeup),placeholder_review,,,[],"[""rouge=(makeup)""]","[""동작 1 / 얼굴 / 화장하다 / 뺨(볼)을 화장하다""]"
round_elbow,not_in_snapshot,,,[],"[""round_elbow""]","[""체형 / 팔 / 모양 / 팔꿈치가 둥글다""]"
round_eyewear,snapshot_match,0,77676,[],"[""round_eyewear""]","[""장신구 / 얼굴 장식 / 안경 / 둥근 모양 안경""]"
round_face,not_in_snapshot,,,[],"[""round_face""]","[""외모 / 얼굴 / 모양 / 얼굴이 타원형이다""]"
rubber_boots,snapshot_match,0,5148,[],"[""rubber_boots""]","[""의상 / 신발 / 부츠 / 고무 장화""]"
rubber_gloves,snapshot_match,0,1766,[],"[""rubber_gloves""]","[""장신구 / 손 장식 / 장갑 / 고무 장갑""]"
rubbing,snapshot_match,0,815,[],"[""rubbing""]","[""!섹스 / 섹스 / 상황 / 여자가 몸으로 마찰하다""]"
ruins,snapshot_match,0,15032,[],"[""ruins""]","[""기본 / 장소 / 시설 / 유적""]"
rukia_kuchiki,not_in_snapshot,,,[],"[""Rukia_Kuchiki""]","[""작품 / 캐릭터 / 블리치 / 쿠치키 루키아""]"
running,snapshot_match,0,45011,[],"[""running""]","[""동작 1 / 몸 / 동작 / 두 발로 달리다"", ""행동 / 동사 / 동사 ㄷ / 누군가 도주하다""]"
running_track,snapshot_match,0,1627,[],"[""running_track""]","[""기본 / 장소 / 운동 / 육상경기장""]"
running_uniform,not_in_snapshot,,,[],"[""running_uniform""]","[""의상 / 의상 / 운동복 / 육상복""]"
runway,snapshot_match,0,286,[],"[""runway""]","[""기본 / 장소 / 이동 / 활주로""]"
rural,snapshot_match,0,1322,[],"[""rural""]","[""기본 / 장소 / 시설 / 시골""]"
russia,snapshot_match,0,831,[],"[""Russia""]","[""기본 / 장소 / 국가 / 러시아""]"
russian_people_of_russia,not_in_snapshot,,,[],"[""Russian_people_of_Russia""]","[""인물 / 인종 / 국가 / 러시아인""]"
ryona,snapshot_match,0,3635,[],"[""Ryona""]","[""!섹스 / 섹스 / 설정 / 괴롭히다""]"
ryouko_fueguchi,not_in_snapshot,,,[],"[""Ryouko_Fueguchi""]","[""작품 / 캐릭터 / 도쿄 구울 / 후에구치 류코""]"
ryukyu,not_in_snapshot,,,[],"[""Ryukyu""]","[""작품 / 캐릭터 / 나의 히어로 아카데미아 / 류쿠""]"
ryuu_lion,not_in_snapshot,,,[],"[""Ryuu_Lion""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 류 리온""]"
ryōgi_shiki_(assassin),not_in_snapshot,,,[],"[""Ryōgi_Shiki_(Assassin)""]","[""작품 / 캐릭터 / Fate/Grand order / 료우기 시키""]"
ryōgi_shiki_(saber),not_in_snapshot,,,[],"[""Ryōgi_Shiki_(Saber)""]","[""작품 / 캐릭터 / Fate/Grand order / 료우기 시키 기모노""]"
ryōko_sakaki,not_in_snapshot,,,[],"[""Ryōko_Sakaki""]","[""작품 / 캐릭터 / 식극의 소마 / 사사키 료코 ""]"
ryūko_matoi,not_in_snapshot,,,[],"[""Ryūko_Matoi""]","[""작품 / 캐릭터 / 킬 라 킬 / 마토이 류코""]"
sabotaged_condom,snapshot_match,0,266,[],"[""sabotaged_condom""]","[""!섹스 / 섹스 / 콘돔 / 콘돔이 찢었다""]"
sacred_face,not_in_snapshot,,,[],"[""sacred_face""]","[""동작 1 / 얼굴 / 표정 / 신성한 표정""]"
sad_face,not_in_snapshot,,,[],"[""Sad_face""]","[""동작 1 / 얼굴 / 표정 / 슬픈 표정""]"
sadism,snapshot_match,0,1807,[],"[""sadism""]","[""!섹스 / 섹스 / 설정 / 학대받다""]"
saeko_busujima,not_in_snapshot,,,[],"[""Saeko_Busujima""]","[""작품 / 캐릭터 / 하이스쿨 오브 더 데드 / 부스지마 사에코""]"
safari_jacket,snapshot_match,0,477,[],"[""safari_jacket""]","[""의상 / 상의 / 재킷 / 사파리 재킷""]"
safety_glasses,snapshot_match,0,1210,[],"[""safety_glasses""]","[""장신구 / 얼굴 장식 / 안경 / 보호 안결""]"
safety_gloves,not_in_snapshot,,,[],"[""safety_gloves""]","[""장신구 / 손 장식 / 장갑 / 안전 장갑""]"
sagging_breasts,snapshot_match,0,10140,[],"[""sagging_breasts""]","[""체형 / 가슴 / 특징 / 가슴이 늘어졌다""]"
sagging_testicles,snapshot_match,0,391,[],"[""sagging_testicles""]","[""!섹스 / 자지 / 특징 / 고환이 늘어졌다""]"
saiko_yonebayashi,not_in_snapshot,,,[],"[""Saiko_Yonebayashi""]","[""작품 / 캐릭터 / 도쿄 구울 / 요네바야시 사이코""]"
sailor,snapshot_match,0,6688,[],"[""sailor""]","[""인물 / 직업 / 전문 / 선원""]"
sailor_(naval_uniform),not_in_snapshot,,,[],"[""sailor_(naval_uniform)""]","[""의상 / 의상 / 제복 / 선원복""]"
sailor_hat,snapshot_match,0,22616,[],"[""sailor_hat""]","[""장신구 / 머리 장식 / 모자 / 선원 모자""]"
sakura_haruno,not_in_snapshot,,,[],"[""Sakura_Haruno""]","[""작품 / 캐릭터 / 나루토 / 하루노 사쿠라""]"
sakura_matou_(fate/stay_night),not_in_snapshot,,,[],"[""Sakura_Matou_(Fate/stay_night)""]","[""작품 / 캐릭터 / Fate/stay night / 마토 사쿠라 ""]"
salaryman,snapshot_match,0,2260,[],"[""salaryman""]","[""인물 / 직업 / 일반 / 회사원(남성)""]"
salome,not_in_snapshot,,,[],"[""Salome""]","[""작품 / 캐릭터 / Fate/Grand order / 살로메""]"
salon,not_in_snapshot,,,[],"[""salon""]","[""기본 / 장소 / 가게 / 샬롱""]"
salute,snapshot_match,0,20839,[],"[""salute""]","[""동작 1 / 손 / 동작 / 손으로 경례한다"", ""동작 1 / 손가락 / 동작 / 손가락으로 경례하다""]"
samui,not_in_snapshot,,,[],"[""Samui""]","[""작품 / 캐릭터 / 나루토 / 사무이""]"
samurai,snapshot_match,0,3891,[],"[""samurai""]","[""인물 / 직업 / 판타지 / 사무라이""]"
sandals,snapshot_match,0,152055,[],"[""sandals""]","[""의상 / 신발 / 샌들 / 샌들""]"
sango(inuyasha),not_in_snapshot,,,[],"[""Sango(InuYasha)""]","[""작품 / 캐릭터 / 이누야샤 / 산고""]"
sanjouno_haruhime,snapshot_match,4,138,[],"[""Sanjouno_Haruhime""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 산죠노 하루히메""]"
santa_costume,snapshot_match,0,45420,[],"[""santa_costume""]","[""의상 / 의상 / 코스튬 / 산타 복장""]"
santa_dress,snapshot_match,0,9397,[],"[""santa_dress""]","[""의상 / 의상 / 코스튬 / 산타 드레스""]"
santa_hat,snapshot_match,0,48709,[],"[""santa_hat""]","[""장신구 / 머리 장식 / 모자 / 산타""]"
sanzigen_inc.,not_in_snapshot,,,[],"[""SANZIGEN_Inc.""]","[""작품 / 작품 / 제작 / 산지겐""]"
sarashi,snapshot_match,0,34365,[],"[""sarashi""]","[""의상 / 의상 / 복장 / 사라시""]"
sarutobi_ayame,snapshot_match,4,159,[],"[""Sarutobi_Ayame""]","[""작품 / 캐릭터 / 은혼 / 사루토비 아야메""]"
sasamiya_saya,not_in_snapshot,,,[],"[""Sasamiya_Saya""]","[""작품 / 캐릭터 / 학전도시 아스터리스크 / 사사미야 사야""]"
sasha_braus,alias_candidate_unverified,,,"[""sasha_blouse""]","[""Sasha_Braus""]","[""작품 / 캐릭터 / 진격의 거인 / 사샤 브라우스""]"
sasha_kreutzev,not_in_snapshot,,,[],"[""Sasha_Kreutzev""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 사샤 크로이체프""]"
satelight_inc.,not_in_snapshot,,,[],"[""SATELIGHT_Inc.""]","[""작품 / 작품 / 제작 / SATELIGHT""]"
satsuki_kiryūin,not_in_snapshot,,,[],"[""Satsuki_Kiryūin""]","[""작품 / 캐릭터 / 킬 라 킬 / 키류인 사츠키""]"
saturday_night_fever,snapshot_match,3,472,[],"[""saturday_night_fever""]","[""동작 1 / 손가락 / 가리키다 / 손가락으로 높이 가리키다""]"
savannah,snapshot_match,0,381,[],"[""savannah""]","[""기본 / 장소 / 자연 / 사바나""]"
saya_takagi,not_in_snapshot,,,[],"[""Saya_Takagi""]","[""작품 / 캐릭터 / 하이스쿨 오브 더 데드 / 타카기 사야""]"
sayaka_kirasaka,not_in_snapshot,,,[],"[""Sayaka_Kirasaka""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 키라사카 사야카""]"
sayaka_maizono,not_in_snapshot,,,[],"[""Sayaka_Maizono""]","[""작품 / 캐릭터 / 단간론파 / 마이조노 사야카""]"
scanty_daemon,not_in_snapshot,,,[],"[""Scanty_Daemon""]","[""작품 / 캐릭터 / 팬티&스타킹 / 스캔티 데이먼""]"
scarf,snapshot_match,0,282943,[],"[""scarf""]","[""장신구 / 목 장식 / 넥타이 / 스카프""]"
scarftying,not_in_snapshot,,,[],"[""scarftying""]","[""행동 / 동사 / 동사 ㅁ / 누군가 매다 목도리를 매다""]"
scarlet_witch,snapshot_match,4,531,[],"[""Scarlet_Witch""]","[""작품 / 캐릭터 / 마블 코믹스 / 스칼렛 위치""]"
scary_face,not_in_snapshot,,,[],"[""Scary_face""]","[""동작 1 / 얼굴 / 표정 / 무서운 표정""]"
scheherazade,not_in_snapshot,,,[],"[""Scheherazade""]","[""작품 / 캐릭터 / Fate/Grand order / 셰헤라자데"", ""작품 / 캐릭터 / 마기 / 셰헤라자데""]"
school,snapshot_match,0,8913,[],"[""school""]","[""기본 / 장소 / 시설 / 학교""]"
school_nurse,snapshot_match,0,441,[],"[""school_nurse""]","[""인물 / 직업 / 교육 / 보건 교사""]"
school_swimsuit,snapshot_match,0,75826,[],"[""school_swimsuit""]","[""의상 / 의상 / 수영복 / 학생용 수영복""]"
school_uniform,snapshot_match,0,1056599,[],"[""school_uniform""]","[""의상 / 의상 / 제복 / 교복""]"
science_teacher,not_in_snapshot,,,[],"[""science_teacher""]","[""인물 / 직업 / 교육 / 과학 교사""]"
scientist,snapshot_match,0,672,[],"[""scientist""]","[""인물 / 직업 / 과학 / 과학자""]"
scissored_cowgirl_position,not_in_snapshot,,,[],"[""scissored_cowgirl_position""]","[""!섹스 / 섹스 / 체위 / 교차 기승위""]"
scoffing_face,not_in_snapshot,,,[],"[""scoffing_face""]","[""동작 1 / 얼굴 / 표정 / 비웃는 표정""]"
sconstricted_pupils,not_in_snapshot,,,[],"[""sconstricted_pupils""]","[""외모 / 눈 / 모양 / 수축된 눈"", ""외모 / 눈 / 특징 / 눈이 수축된다""]"
scornful_face,not_in_snapshot,,,[],"[""scornful_face""]","[""동작 1 / 얼굴 / 표정 / 경멸한 표정""]"
scratching,snapshot_match,0,860,[],"[""scratching""]","[""행동 / 동명사 / 동명사 ㅅ / 무엇을 상처 입힌다""]"
screaming,snapshot_match,0,5689,[],"[""screaming""]","[""행동 / 동사 / 동사 ㅅ / 누군가 소리를 크게 낸다""]"
scáthach,not_in_snapshot,,,[],"[""Scáthach""]","[""작품 / 캐릭터 / Fate/Grand order / 스카사하""]"
scáthach-skaði,not_in_snapshot,,,[],"[""Scáthach-Skaði""]","[""작품 / 캐릭터 / Fate/Grand order / 스카디""]"
scáthach-skaði_(swimsuit_ruler),not_in_snapshot,,,[],"[""Scáthach-Skaði_(Swimsuit_Ruler)""]","[""작품 / 캐릭터 / Fate/Grand order / 스카디 수영복""]"
scáthach_(swimsuit_assassin),not_in_snapshot,,,[],"[""Scáthach_(Swimsuit_Assassin)""]","[""작품 / 캐릭터 / Fate/Grand order / 스카사하 수영복""]"
seamed_legwear,snapshot_match,0,4017,[],"[""seamed_legwear""]","[""의상 / 속옷 / 양말 / 선이 있는 양말""]"
searching,snapshot_match,0,467,[],"[""searching""]","[""행동 / 동사 / 동사 ㅈ / 누군가 주위를 둘러본다""]"
seduced_face,not_in_snapshot,,,[],"[""seduced_face""]","[""동작 1 / 얼굴 / 표정 / 유혹한 표정""]"
see-through,alias_candidate_unverified,,,"[""see-through_clothes""]","[""see-through""]","[""의상 / 의상 / 특징 / 옷이 비쳐 보인다""]"
see-through_dress,snapshot_match,0,9451,[],"[""see-through_dress""]","[""의상 / 의상 / 드레스 / 비쳐 보이는 드레스""]"
see-through_legwear,snapshot_match,0,3663,[],"[""see-through_legwear""]","[""의상 / 속옷 / 양말 / 비쳐 보이는 양말""]"
sei_shōnagon,not_in_snapshot,,,[],"[""Sei_Shōnagon""]","[""작품 / 캐릭터 / Fate/Grand order / 세이 쇼나곤""]"
sei_shōnagon_(swimsuit_berserker),not_in_snapshot,,,[],"[""Sei_Shōnagon_(Swimsuit_Berserker)""]","[""작품 / 캐릭터 / Fate/Grand order / 세이 쇼나곤 수영복""]"
seilah,not_in_snapshot,,,[],"[""Seilah""]","[""작품 / 캐릭터 / 페어리테일 / 세이라""]"
seitenshi,not_in_snapshot,,,[],"[""Seitenshi""]","[""작품 / 캐릭터 / 블랙 불릿 / 성천자""]"
seiza,snapshot_match,0,50178,[],"[""seiza""]","[""동작 1 / 몸 / 앉다 / 일본식으로 앉다""]"
self_anal_fisting,not_in_snapshot,,,[],"[""self_anal_fisting""]","[""!섹스 / 섹스 / 애무 / 주먹을 스스로 항문에 넣다""]"
self_breast_sucking,alias_candidate_unverified,,,"[""sucking_own_breasts""]","[""self_breast_sucking""]","[""동작 1 / 가슴 / 애무하다 / 내 가슴을 빨다""]"
self_fisting,snapshot_match,0,60,[],"[""self_fisting""]","[""!섹스 / 섹스 / 애무 / 주먹을 스스로 보지에 넣다""]"
semi-rimless_eyewear,snapshot_match,0,64887,[],"[""semi-rimless_eyewear""]","[""장신구 / 얼굴 장식 / 안경 / 안경테가 하단만 있는 안경""]"
semi_realistic,not_in_snapshot,,,[],"[""semi_realistic""]","[""기본 / 작화 / 화풍 / 빈실사체""]"
semiramis,not_in_snapshot,,,[],"[""Semiramis""]","[""작품 / 캐릭터 / Fate/Grand order / 세미라미스""]"
sen_no_rikyū,not_in_snapshot,,,[],"[""Sen_no_Rikyū""]","[""작품 / 캐릭터 / Fate/Grand order / 세노 리큐""]"
sena_kashiwazaki,not_in_snapshot,,,[],"[""Sena_Kashiwazaki""]","[""작품 / 캐릭터 / 나는 친구가 적다 / 카시와자키 세나 ""]"
separated_arms,alias_candidate_unverified,,,"[""arms_bound_apart""]","[""separated_arms""]","[""동작 1 / 몸 / 묶다 / 팔을 묶어 떨어뜨리다""]"
separated_legs,alias_candidate_unverified,,,"[""legs_bound_apart""]","[""separated_legs""]","[""동작 1 / 몸 / 묶다 / 다리를 묶어 떨어뜨리다""]"
separated_wrists,alias_candidate_unverified,,,"[""wrists_bound_apart""]","[""separated_wrists""]","[""동작 1 / 몸 / 묶다 / 손목을 묶어 떨어뜨리다""]"
septuplets,not_in_snapshot,,,[],"[""septuplets""]","[""인물 / 인물 / 위치 / 일곱 쌍둥이""]"
serafuku_(sailor_uniform),not_in_snapshot,,,[],"[""serafuku_(sailor_uniform)""]","[""의상 / 의상 / 제복 / 세일러복""]"
seras_victoria,snapshot_match,4,523,[],"[""Seras_Victoria""]","[""작품 / 캐릭터 / 헬싱 / 세라스 빅토리아""]"
serena(yu_gi_oh),not_in_snapshot,,,[],"[""Serena(Yu_Gi_Oh)""]","[""작품 / 캐릭터 / 유희왕 시리즈 / 세레나""]"
